,v1,v2,norm_text
3307,ham,But i'm surprised she still can guess right lor...,surprised guess right lor
3308,ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie ì wan meet bishan cos bishan drive today
3309,ham,Oh ho. Is this the first time u use these type of words,oh ho time u use type word
3310,ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin work u trouble ijust talk mum morning good time night be go soon u
3311,ham,I know you are serving. I mean what are you doing now.,know serve mean
3312,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park mel ah opps get confuse tt e good choice den juz
3313,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei happend tron maybe ill dl 3d
3314,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text message reply message word free term condition visit www.07781482378.com
3315,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,know girl safe selfish know get pa thank good night
3316,ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worry hope photo shoot go spiffing fun workage
3317,ham,I'm freezing and craving ice. Fml,freeze crave ice fml
3318,ham,Kay... Since we are out already ,kay
3319,ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh din c ur msg sad lar watch tv u office
3320,ham,Yo im right by yo work,yo be right yo work
3321,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin supose ok worry much.i film stuff mate babysit there.xx
3322,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",say u mind bedroom minute ok se sexy mood come 5 minuts latr wid cake n wife
3323,ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,don wake check stuff see true available space pls embassy send mail
3324,ham,Nope... Juz off from work...,nope juz work
3325,ham,Huh so fast... Dat means u havent finished painting?,huh fast dat mean u not finish painting
3326,ham, what number do u live at? Is it 11?,  number u live 11
3327,ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",party 7 day week study lightly think need draw custom checkboxe know hardcore
3328,ham,Sac will score big hundred.he is set batsman:-),sac score big hundred.he set batsman:-
3329,ham,Send me yetty's number pls.,send yetty number pls
3330,ham,How much it will cost approx . Per month.,cost approx month
3331,ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok theory test ì go book think 21 coz thought wanna jiayin not free
3332,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contact dating service know find land line 09050000928 pobox45w2tg150p
3333,ham,"That's fine, have him give me a call if he knows what he wants or has any questions",fine know want question
3334,ham,"Sorry, got a late start, we're on the way",sorry get late start way
3335,ham,Then u go back urself lor...,u urself lor
3336,ham,I AM AT THE GAS STATION. GO THERE.,gas station
3337,ham,"K, if u bored up just come to my home..",k u bore come home
3338,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe love cover face kiss
3339,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like throw smoke friend car time awesome
3340,ham,Still i have not checked it da. . .,check da
3341,ham,You will go to walmart. I.ll stay.,walmart i.ll stay
3342,ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",forget couple buck send tomorrow k love ya
3343,ham,Oh great. I.ll disturb him more so that we can talk.,oh great i.ll disturb talk
3344,ham,Reverse is cheating. That is not mathematics.,reverse cheat mathematic
3345,ham,U're welcome... Caught u using broken english again...,u're welcome catch u break english
3346,ham,No problem baby. Is this is a good time to talk? I called and left a message.,problem baby good time talk call leave message
3347,ham,"Sorry, I'll call later",sorry later
3348,ham,Oh is it! Which brand?,oh brand
3349,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry not right happen r 2waxsto wat want come ill medical insurance able deliver basic care currently shop right medical insurance til friday morning s i.ll major person guide right insurance
3350,ham,At what time are you coming.,time come
3351,ham,Call him and say you not coming today ok and tell them not to fool me like this ok,come today ok tell fool like ok
3352,ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,email yifeng oredi ì fr
3353,ham,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure understand wine good idea slurp
3354,ham,Minimum walk is 3miles a day.,minimum walk 3miles day
3355,ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem taxi c e   tomorrow tuesday tuesday think r go cinema
3356,ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll :-d;- vehicle sariyag drive madoke barolla
3357,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,run away frm u walk slowly amp kill u care stop
3358,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry miss let talk time 07090201529
3359,ham,Please attend the phone:),attend phone
3360,ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate not accept single message
3361,ham,No messages on her phone. I'm holding it now,message phone hold
3362,ham,Can... I'm free...,free
3363,ham,"Yo my trip got postponed, you still stocked up?",yo trip get postpone stock
3364,ham,"Sorry, I'll call later",sorry later
3365,ham,I am waiting for your call sir.,wait sir
3366,ham,Hey what are you doing. Y no reply pa..,hey y reply pa
3367,ham,"Hey elaine, is today's meeting still on?",hey elaine today meeting
3368,ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry go place i.ll tomorrow sorry
3369,ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,tiime let hug break tear
3370,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow go theatre come u tell come tomorrow
3371,ham,And now electricity just went out fml.,electricity go fml
3372,ham,"Looks like you found something to do other than smoke, great job!",look like find smoke great job
3373,ham,Also andros ice etc etc,andros ice etc etc
3374,ham,:) ,
3375,ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good maybe interview wake miss babe passionate kiss sea
3376,ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat u neva c e msg send shuhui
3377,ham,Hows that watch resizing,s watch resize
3378,ham,Dear umma she called me now :-),dear umma call
3379,ham,Just finished. Missing you plenty,finish miss plenty
3380,spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+","complimentary 4 star ibiza holiday å£10,000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18 +"
3381,ham,"Well, I meant as opposed to my drunken night of before",mean oppose drunken night
3382,ham,K... Must book a not huh? so going for yoga basic on sunday?,k book huh go yoga basic sunday
3383,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg bill mobile number mistake shortcode 83332.please 08081263000 charge refunded.this free bt landline
3384,ham,Ok can...,ok
3385,ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oop mum somerset bit far tomo soon x
3386,ham,So u workin overtime nigpun?,u workin overtime nigpun
3387,ham,Same as kallis dismissial in 2nd test:-).,kallis dismissial 2nd test:-
3388,ham,O. Guess they both got screwd,o. guess get screwd
3389,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,08712402972 immediately urgent message wait
3390,ham,"I'm in a meeting, call me later at",meeting later
3391,ham,What r u cooking me for dinner?,r u cook dinner
3392,ham,Ok thanx...,ok thanx
3393,ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull plan float ikea care world live mess day
3394,ham,Then i buy.,buy
3395,spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent mobile number award å£2000 bonus caller prize 09058095201 land line valid 12hrs
3396,ham,Heehee that was so funny tho,heehee funny tho
3397,ham,It only does simple arithmetic not percentages.,simple arithmetic percentage
3398,ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah leave hour 4 sound
3399,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",value customer pleased advise follow recent review mob award å£1500 bonus prize 09066364589
3400,ham,Thanks honey. Have a great day.,thank honey great day
3401,ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",amazing quote \sometimes life difficult decide s wrong lie bring smile truth bring tear
3402,ham,Good night my dear.. Sleepwell&amp;Take care,good night dear sleepwell&amp;take care
3403,ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,ì ask dad pick ì lar ìï wan 2 stay 6 meh
3404,ham,"Jus chillaxin, what up",jus chillaxin
3405,ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",\hey das cool iknow 2 wellda peril studentfinancial crisis!spk 2 u l8r.\
3406,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",beautiful truth gravity read carefully \our heart feel light feel heavy leave goodmorning
3407,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile + 100 free text + free camcorder reply 08000930705
3408,ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",s come hill monster hope great day thing r go fine busy
3409,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy father john john joy father u ans ths hav   lt;#&gt   iq tis s ias question try answer
3410,ham,Only once then after ill obey all yours.,ill obey
3411,ham,No she didnt. I will search online and let you know.,not search online let know
3412,ham,Where do you need to go to get it?,need
3413,ham,No pic. Please re-send.,pic send
3414,ham,He remains a bro amongst bros,remain bro bro
3415,ham,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm not have tb test bad sick
3416,ham,But i haf enuff space got like 4 mb...,haf enuff space get like 4 mb
3417,spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life fun great come truly special will forget enjoy gbp sms
3418,spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone 600 anytime network min 400 inclusive video call download 5 week free deltomorrow 08002888812 reply
3419,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",value customer pleased advise follow recent review mob award å£1500 bonus prize 09066368470
